43,58,274,174,0,53,40,51,79,48,117,34,154,18,192,7,231,0,231,41,191,47,153,60,117,76,80,90,46,115,5,116
110,101,261,170,0,51,25,45,50,34,73,22,98,13,123,4,150,0,151,17,124,21,99,30,74,40,50,51,25,60,0,69
91,196,227,217,2,0,24,0,46,1,68,1,90,2,112,2,135,3,136,18,113,18,90,19,68,19,45,20,22,20,0,21
96,218,226,225,0,0,21,0,43,0,65,0,86,0,108,0,130,0,130,7,108,6,87,6,65,6,44,6,22,6,1,6
282,29,313,202,0,0,30,1,30,29,30,58,30,87,30,115,30,144,31,173,2,172,1,143,1,114,1,86,0,57,0,28
285,212,299,235,0,0,12,1,12,4,12,8,13,12,13,15,13,19,14,23,0,23,0,19,0,15,0,11,0,7,0,3
297,202,313,245,0,0,16,0,15,7,15,14,15,21,15,28,15,35,15,42,2,43,1,35,1,28,1,21,0,14,0,7
28,17,39,200,0,0,9,0,9,30,9,61,10,91,10,122,10,152,11,183,1,183,0,152,0,122,0,91,0,61,0,30
18,17,28,194,1,0,10,0,10,29,10,59,10,88,10,118,10,147,10,177,0,177,0,147,0,118,0,88,0,59,0,29
7,16,18,250,1,1,11,0,11,39,11,78,11,117,11,156,11,195,11,234,0,232,0,193,0,155,0,116,0,78,0,39
65,12,254,28,0,0,31,0,63,0,94,0,126,0,157,0,189,1,189,15,157,15,126,15,95,15,63,15,32,15,1,16
