13,109,44,131,0,8,5,6,10,5,15,4,20,2,25,1,31,0,31,15,25,16,20,17,15,18,10,19,5,20,0,22
3,135,44,162,0,18,5,13,11,8,18,4,24,0,32,0,41,0,38,10,30,9,23,10,18,14,12,17,7,22,3,27
5,159,18,170,0,3,2,2,4,2,6,1,8,1,10,0,13,0,13,7,11,7,9,8,7,9,5,9,3,10,1,11
15,149,42,169,2,7,6,5,10,4,14,3,18,2,22,1,27,0,26,15,21,15,17,16,13,17,8,18,4,19,0,20
24,126,36,135,0,2,1,1,3,1,5,1,7,0,9,0,11,0,12,6,10,6,8,7,6,7,4,8,2,8,1,9
58,67,105,99,0,14,7,11,15,9,23,7,31,4,39,2,47,0,44,16,36,18,29,21,22,24,14,26,7,29,0,32
72,88,87,99,0,5,2,4,4,3,7,2,9,1,11,0,14,0,15,7,12,7,10,8,8,9,5,9,3,10,1,11
45,98,117,130,0,24,10,15,21,7,32,1,45,0,58,2,72,7,67,17,54,13,43,11,32,12,22,18,12,25,3,32
46,128,62,142,0,4,2,3,5,2,7,2,10,1,12,0,15,0,16,11,13,11,11,12,8,12,6,13,3,13,1,14
61,114,109,141,1,11,8,9,16,7,24,5,31,3,39,1,47,0,48,17,40,18,32,20,24,22,16,23,8,25,0,27
208,11,274,48,0,19,11,15,22,12,33,9,44,6,55,3,66,0,66,20,55,22,44,25,33,28,22,31,11,34,0,37
230,38,249,51,0,4,2,3,5,2,8,2,11,1,14,0,17,0,19,9,16,9,13,10,10,11,7,11,4,12,2,13
194,50,295,89,0,28,15,17,30,8,46,0,64,0,82,1,101,5,97,18,80,15,63,13,47,14,32,21,18,30,4,39
195,89,217,108,0,5,3,4,7,3,11,2,14,1,18,0,22,0,22,14,18,14,15,15,12,16,8,17,5,18,2,19
216,69,289,106,2,17,13,14,25,11,37,8,49,5,61,2,73,0,72,20,60,22,48,25,36,28,24,31,12,34,0,37
206,160,277,176,1,7,12,5,24,4,36,3,47,2,59,1,71,0,71,7,59,8,47,10,35,11,23,13,11,14,0,16
235,166,326,195,3,11,17,11,32,11,47,6,61,4,76,2,91,0,90,18,75,20,60,22,45,24,30,27,15,29,0,29
217,182,353,219,1,18,23,15,45,12,68,9,90,6,112,3,135,0,136,21,113,23,90,26,68,29,45,31,22,34,0,37
229,208,335,239,0,13,17,10,35,8,52,6,70,4,87,2,105,0,106,18,88,20,71,22,53,24,36,26,18,28,1,31
245,235,314,253,0,9,11,4,22,1,33,0,45,0,57,0,69,1,68,12,56,11,45,10,34,9,23,11,12,14,2,18
393,52,451,111,0,0,9,5,19,11,29,17,38,22,48,28,58,34,58,59,48,54,39,49,29,44,20,39,10,34,1,30
358,106,483,177,0,1,25,0,47,4,69,10,89,22,108,36,125,54,122,71,104,58,86,46,68,36,48,30,27,29,5,31
415,94,433,113,1,0,3,1,6,3,9,4,12,6,15,7,18,9,18,19,15,17,12,16,9,15,6,14,3,13,0,12
380,145,459,192,0,0,13,3,26,7,39,10,52,14,65,17,79,21,79,47,65,43,52,39,39,35,26,31,13,27,0,23
