44,9,498,65,0,0,75,3,151,7,226,11,302,14,377,18,453,22,454,56,378,54,303,52,227,50,152,48,76,46,1,44
0,74,494,163,0,33,82,13,165,3,247,0,330,2,412,14,494,45,478,89,400,64,323,55,245,52,168,55,90,68,13,86
142,144,374,169,0,0,38,0,77,0,115,0,154,0,192,0,231,1,232,25,193,25,154,25,116,25,77,25,38,25,0,25
168,176,352,195,1,1,31,0,62,0,92,0,123,0,153,0,184,0,184,19,153,19,122,19,92,19,61,19,30,19,0,19
246,222,320,250,0,0,12,0,24,0,37,0,49,0,61,0,74,1,73,28,61,27,49,27,37,27,25,27,13,27,1,27
343,221,414,249,0,1,11,0,23,0,35,0,47,0,59,0,71,0,70,26,58,26,46,26,35,27,23,27,11,27,0,28
8,227,90,255,0,0,13,0,27,0,40,1,54,1,67,1,81,2,82,28,68,27,54,27,41,26,27,26,13,25,0,25
140,224,217,250,0,0,12,0,25,0,38,0,51,0,64,0,77,0,76,26,63,26,51,26,39,26,26,26,14,26,2,26
29,254,146,281,0,1,19,0,38,0,58,0,77,0,96,0,116,0,117,27,97,26,78,26,58,26,39,26,19,26,0,26
163,254,254,278,1,0,16,0,31,0,46,0,61,0,76,0,91,0,90,22,75,22,60,22,45,23,30,23,15,23,0,24
270,250,353,276,2,0,15,0,28,0,42,0,55,0,68,0,82,0,83,23,69,23,55,24,41,24,27,25,13,25,0,26
366,245,490,271,0,4,20,3,41,2,62,2,82,1,103,0,124,0,123,23,102,23,82,24,61,24,41,25,20,25,0,26
183,281,388,326,3,7,36,5,70,4,104,3,137,2,171,1,205,0,204,36,170,37,136,39,102,40,68,42,34,43,0,45
