435,8,478,20,0,4,7,2,14,1,21,0,28,0,35,3,43,5,38,12,32,10,26,8,21,8,15,8,10,9,5,12
438,19,475,31,0,5,6,2,12,0,18,0,24,1,30,2,37,6,32,12,27,10,23,8,18,8,14,8,10,9,6,12
451,35,461,40,0,0,1,0,3,0,5,0,6,0,8,0,10,0,10,5,8,5,6,5,5,5,3,5,1,5,0,5
449,46,463,55,0,0,2,0,4,0,7,0,9,0,11,0,14,0,14,9,11,9,9,9,7,9,4,9,2,9,0,9
451,41,457,46,0,0,1,0,2,0,3,0,4,0,5,0,6,0,6,5,5,5,4,5,3,5,2,5,1,5,0,5
434,56,480,72,2,0,8,4,14,7,21,9,27,8,34,5,41,1,46,7,38,11,30,15,23,16,15,15,7,12,0,8
420,55,491,83,6,0,16,14,26,19,36,20,46,19,56,13,66,0,71,3,59,20,47,26,35,28,23,25,11,18,0,3
25,33,96,52,0,0,10,0,21,1,32,1,43,2,54,2,65,3,71,19,60,18,49,18,38,18,27,18,16,18,5,18
44,56,86,67,0,0,6,0,13,0,20,1,26,1,33,1,40,2,42,11,35,10,28,10,21,10,14,10,7,10,1,10
46,68,89,94,1,0,7,0,14,0,20,0,27,0,33,0,40,0,43,25,35,25,28,25,21,25,14,25,7,25,0,26
109,53,220,101,2,0,20,4,38,9,56,13,74,18,92,22,110,27,111,48,92,43,74,39,55,35,37,30,18,26,0,22
132,81,194,101,2,0,12,2,22,4,32,6,42,8,52,10,62,13,61,20,50,17,40,15,30,13,20,11,10,9,0,7
234,86,250,96,0,0,2,0,5,1,8,1,10,2,13,2,16,3,15,10,12,9,10,8,7,8,5,7,2,6,0,6
221,89,257,105,0,0,6,1,12,3,18,4,24,6,30,7,36,9,36,16,30,14,24,13,18,11,12,10,6,8,0,7
232,100,252,110,0,0,3,0,6,1,10,2,13,2,16,3,20,4,20,10,16,9,13,8,10,8,6,7,3,6,0,6
222,104,263,121,1,0,7,1,14,3,20,4,27,6,33,7,40,9,41,17,34,15,27,13,20,12,13,10,6,8,0,7
233,114,250,125,0,0,2,0,5,1,8,2,11,2,14,3,17,4,16,11,13,10,11,10,8,9,6,9,3,8,1,8
224,121,260,134,1,0,6,1,12,2,18,3,24,4,30,5,36,7,36,13,30,11,24,10,18,9,12,8,6,7,0,6
266,157,308,184,0,14,6,11,13,9,20,7,27,4,34,2,41,0,42,13,35,15,28,17,21,20,14,22,7,24,1,27
325,132,426,187,0,33,16,27,32,22,49,16,65,11,81,5,98,0,101,24,84,29,68,34,52,39,36,44,20,49,4,55
329,164,464,221,2,34,23,28,44,22,65,17,86,11,107,5,129,0,135,26,112,31,90,36,67,41,45,46,22,51,0,57
266,178,314,237,0,14,6,11,13,9,20,7,27,4,34,2,41,0,48,45,40,47,33,49,25,52,18,54,10,56,3,59
49,208,101,223,1,0,9,0,18,1,26,2,35,2,43,3,52,4,52,15,43,14,34,13,26,13,17,12,8,11,0,11
49,221,102,236,2,0,10,0,19,1,27,1,36,2,44,2,53,3,51,15,42,14,34,13,25,12,17,11,8,10,0,10
50,234,98,247,0,0,8,0,16,1,24,1,32,2,40,2,48,3,46,13,38,12,30,11,23,11,15,10,7,9,0,9
221,186,233,194,0,0,2,0,4,0,6,0,8,0,10,0,12,1,11,8,9,7,7,7,6,7,4,7,2,7,1,7
176,181,188,190,0,0,1,0,3,0,5,0,7,0,9,0,11,1,12,9,10,8,8,8,6,8,4,7,2,7,0,7
123,175,138,185,0,0,2,0,5,0,7,1,10,1,12,1,15,2,13,10,10,9,8,9,6,9,4,8,2,8,0,8
63,169,78,178,0,0,2,0,4,0,7,0,9,0,11,0,14,1,15,8,12,8,10,8,8,8,5,8,3,8,1,9
0,160,13,172,0,0,2,0,4,0,6,1,8,1,10,1,12,2,13,12,10,11,8,11,6,11,4,10,2,10,0,10
150,98,180,116,0,0,5,1,10,2,15,3,20,4,25,5,30,7,29,18,24,17,19,16,14,15,9,14,4,13,0,12
184,101,204,111,0,0,3,0,6,1,10,2,13,3,16,4,20,5,20,10,16,9,13,9,10,8,7,8,4,7,1,7
182,108,219,122,3,0,8,1,14,2,20,3,25,4,31,5,37,7,35,14,29,12,23,11,17,9,11,8,5,6,0,5
183,114,202,123,0,0,3,0,6,1,9,2,12,2,15,3,19,4,17,9,14,8,11,8,9,7,6,7,3,6,1,6
113,94,144,105,0,0,5,1,10,2,15,3,20,4,25,5,31,6,30,11,25,10,20,9,15,8,10,7,5,6,0,5
2,314,365,329,0,0,60,0,121,0,181,0,242,0,302,0,363,1,361,15,301,15,241,15,181,15,121,15,61,15,2,15
285,238,445,269,0,22,26,18,53,14,79,11,106,7,132,3,159,0,160,12,133,15,106,18,80,21,53,24,26,27,0,31
271,251,471,282,0,23,33,19,66,15,100,11,133,7,166,3,200,0,200,12,166,15,133,18,100,21,67,24,34,27,1,31
270,265,475,291,0,18,34,15,68,12,102,9,136,6,170,3,204,0,205,11,170,13,136,16,102,18,68,21,34,23,0,26
276,286,426,301,0,8,25,6,50,5,75,4,100,2,125,1,150,0,150,9,125,10,100,11,75,12,50,13,25,14,0,15
