213,100,286,129,0,7,12,3,24,1,36,0,48,2,60,4,73,9,64,29,54,24,45,21,35,21,25,22,15,24,6,26
237,123,262,132,0,0,4,0,8,0,12,0,16,0,20,1,25,1,22,9,19,7,15,6,12,6,9,6,6,7,3,7
210,175,359,195,0,0,24,0,49,1,74,2,99,2,124,3,149,4,148,20,123,19,99,19,75,19,50,18,26,18,2,18
202,199,364,218,1,0,27,0,54,0,81,1,108,1,135,1,162,2,162,19,135,18,108,18,81,18,54,18,27,18,0,18
52,245,138,263,0,0,14,0,28,0,43,0,57,0,71,0,86,0,86,18,71,18,57,18,43,18,28,18,14,18,0,18
325,244,397,266,0,0,12,0,24,0,36,0,48,0,60,0,72,0,72,22,60,22,48,22,36,22,24,22,12,22,0,22
383,201,431,209,0,0,8,0,16,0,24,0,32,0,40,0,48,0,48,8,40,8,32,8,24,8,16,8,8,8,0,8
384,210,431,217,0,0,7,0,15,0,23,0,31,0,39,0,47,0,47,7,39,7,31,7,23,7,15,7,7,7,0,7
384,217,431,224,0,0,7,0,15,0,23,0,31,0,39,0,47,0,47,7,39,7,31,7,23,7,15,7,7,7,0,7
366,131,418,147,0,0,8,0,17,0,26,0,34,0,43,0,52,0,52,16,43,16,34,16,26,16,17,16,8,16,0,16
345,130,362,147,0,0,2,0,5,0,8,0,11,0,14,0,17,0,17,17,14,17,11,17,8,17,5,17,2,17,0,17
51,127,164,141,0,0,18,0,37,0,56,0,75,0,94,0,113,0,113,14,94,14,75,14,56,14,37,14,18,14,0,14
56,160,100,170,0,0,7,0,14,0,22,0,29,0,36,0,44,0,44,10,36,10,29,10,22,10,14,10,7,10,0,10
56,170,99,180,0,0,7,0,14,0,21,0,28,0,35,0,43,0,43,10,35,10,28,10,21,10,14,10,7,10,0,10
61,192,94,202,0,0,5,0,11,0,16,0,22,0,27,0,33,0,33,10,27,10,22,10,16,10,11,10,5,10,0,10
50,201,105,212,0,0,9,0,18,0,27,0,36,0,45,0,55,0,55,11,45,11,36,11,27,11,18,11,9,11,0,11
64,210,92,219,0,0,4,0,9,0,14,0,18,0,23,0,28,0,28,9,23,9,18,9,14,9,9,9,4,9,0,9
61,218,96,228,0,0,5,0,11,0,17,0,23,0,29,0,35,0,35,10,29,10,23,10,17,10,11,10,5,10,0,10
208,280,271,294,0,0,10,0,21,0,31,0,42,0,52,0,63,0,63,14,52,14,42,14,31,14,21,14,10,14,0,14
400,245,415,252,0,0,2,0,5,0,7,0,10,0,12,0,15,0,15,7,12,7,10,7,7,7,5,7,2,7,0,7
400,252,436,258,0,0,6,0,12,0,18,0,24,0,30,0,36,0,36,6,30,6,24,6,18,6,12,6,6,6,0,6
400,259,433,265,0,0,5,0,11,0,16,0,22,0,27,0,33,0,33,6,27,6,22,6,16,6,11,6,5,6,0,6
135,190,159,199,0,0,4,0,8,0,12,0,16,0,20,0,24,0,24,9,20,9,16,9,12,9,8,9,4,9,0,9
219,243,294,266,4,0,16,0,27,2,39,8,50,9,62,9,75,9,74,18,61,18,49,18,36,19,24,23,12,23,0,23
380,168,431,188,1,0,9,0,17,0,26,1,34,1,42,1,51,2,48,20,40,19,32,19,24,19,16,18,8,18,0,18
