205,23,298,60,0,21,16,5,32,0,48,0,63,5,78,12,93,28,86,37,76,26,66,20,55,17,45,15,33,16,21,26
231,53,288,90,0,0,9,1,18,2,27,4,36,5,45,6,55,8,57,37,48,36,40,36,31,36,23,36,14,36,6,36
90,86,171,100,0,4,13,2,27,1,40,0,54,1,67,3,81,5,79,14,65,11,52,10,39,9,26,9,13,11,0,13
0,95,41,116,2,7,7,5,12,4,17,3,22,2,27,1,33,0,41,10,34,11,27,13,20,15,13,17,6,19,0,21
10,109,41,117,0,6,4,4,9,2,14,1,19,1,23,0,29,0,31,4,27,6,22,6,18,6,14,7,10,8,6,8
100,63,160,77,1,0,10,0,20,0,30,0,40,0,50,0,60,0,60,14,50,13,40,13,30,13,20,12,10,12,0,12
100,76,161,81,0,0,10,0,20,0,30,0,40,0,50,0,61,1,60,5,50,5,40,5,30,5,20,5,10,5,0,5
216,160,291,176,0,0,12,0,25,0,37,0,50,0,62,0,75,0,75,15,62,15,50,15,38,15,25,15,13,15,1,16
204,175,303,191,0,2,16,1,33,1,49,1,66,0,82,0,99,0,99,14,82,14,66,14,49,15,33,15,16,15,0,16
214,93,302,123,11,0,21,9,32,14,43,15,53,15,64,12,75,0,88,9,74,21,59,28,45,30,30,29,15,25,0,15
