115,164,390,189,0,1,45,0,91,0,137,0,183,0,229,0,275,0,275,23,229,23,183,23,137,24,91,24,45,24,0,25
93,204,407,221,2,0,53,0,105,0,157,0,208,0,260,0,312,0,314,17,261,16,209,16,157,16,104,15,52,15,0,15
181,226,320,244,0,1,23,0,46,0,69,0,92,0,115,0,139,0,135,17,112,17,90,17,68,17,45,17,23,17,1,18
127,258,377,276,0,2,41,1,83,1,125,1,166,0,208,0,250,0,248,18,206,18,165,18,124,18,83,18,42,18,1,18
116,283,388,301,0,0,45,0,90,0,136,0,181,0,226,0,272,0,272,18,226,18,181,18,136,18,90,18,45,18,0,18
87,308,419,328,0,0,55,0,110,0,166,0,221,0,276,0,332,0,332,20,276,20,221,20,166,20,110,20,55,20,0,20
134,343,366,360,0,0,38,0,77,0,116,0,154,0,193,0,232,0,232,17,193,17,154,17,116,17,77,17,38,17,0,17
179,368,321,388,0,0,23,0,47,0,71,0,94,0,118,0,142,0,142,20,118,20,94,20,71,20,47,20,23,20,0,20
185,393,315,411,0,0,21,0,43,0,65,0,86,0,108,0,130,0,130,18,108,18,86,18,65,18,43,18,21,18,0,18
221,419,286,437,0,0,10,0,21,0,32,0,43,0,54,0,65,0,65,18,54,18,43,18,32,18,21,18,10,18,0,18
226,120,274,140,7,0,12,4,17,6,23,7,28,7,34,5,40,1,48,12,40,16,32,19,24,20,16,19,8,15,0,12
214,64,236,106,0,39,1,32,2,25,3,18,5,12,8,5,12,0,22,4,20,10,17,16,15,22,15,29,14,35,12,42
263,63,286,108,8,0,13,6,17,13,19,21,22,28,23,36,23,45,8,41,10,34,9,29,8,24,6,19,3,14,0,10
