140,180,192,186,0,0,8,0,17,0,26,0,34,0,43,0,52,0,52,6,43,6,34,6,26,6,17,6,8,6,0,6
152,173,193,180,0,0,6,0,13,0,20,0,27,0,34,0,41,0,41,7,34,7,27,7,20,7,13,7,6,7,0,7
100,152,111,220,0,0,11,0,11,11,11,22,11,34,11,45,11,56,11,68,0,68,0,56,0,45,0,34,0,22,0,11
158,235,198,269,0,29,5,21,10,14,15,7,23,5,30,0,40,1,40,11,33,11,27,13,22,16,18,21,15,26,14,34
139,186,198,194,0,2,9,1,19,1,29,1,39,0,49,0,59,0,59,7,49,7,39,7,30,7,20,7,10,7,1,8
59,46,144,61,1,0,14,0,28,0,42,0,56,0,70,0,84,0,85,15,70,14,56,13,42,13,28,12,14,13,0,15
80,62,126,83,2,0,9,0,16,0,24,0,31,0,38,1,46,1,45,13,37,16,29,20,21,21,14,17,7,14,0,10
157,51,199,70,0,0,6,0,13,1,20,2,27,2,34,3,41,4,42,19,35,18,28,18,21,17,14,17,7,16,0,16
80,23,126,41,0,7,7,6,15,4,23,0,30,3,38,6,46,9,45,18,37,18,29,17,22,17,14,16,7,17,0,18
156,44,198,53,0,0,7,0,14,1,21,2,28,2,35,3,42,4,42,9,35,8,28,8,21,7,14,7,7,6,0,6
157,69,199,81,1,0,7,0,14,1,21,1,27,2,34,2,41,3,42,12,35,11,28,11,21,10,14,10,7,9,0,9
