271,93,475,144,7,16,40,19,73,21,106,21,138,13,171,4,204,0,204,34,170,37,136,43,102,51,68,48,34,50,0,51
275,135,477,177,2,8,35,9,68,7,101,8,133,2,166,0,200,2,202,28,168,33,134,36,101,37,67,38,33,41,0,42
274,190,476,239,0,9,33,8,66,8,99,7,132,2,165,0,199,4,202,35,168,37,135,38,102,39,69,40,35,43,3,49
339,171,397,199,0,1,9,0,19,0,29,0,38,0,48,0,58,0,56,28,47,27,38,27,29,27,20,27,11,27,3,27
17,0,252,109,7,66,35,57,63,48,90,35,118,24,145,12,173,0,235,0,200,29,161,47,124,70,84,86,41,96,0,109
23,0,267,148,2,111,43,97,86,86,125,67,162,44,201,24,238,0,244,35,205,58,167,84,126,102,85,120,43,135,0,148
2,46,262,196,10,106,52,94,95,82,137,66,176,46,214,23,253,0,260,50,217,68,175,89,135,113,89,125,45,138,0,150
191,129,273,172,1,5,14,4,28,3,41,2,55,1,68,0,82,0,80,38,66,38,53,39,40,40,26,41,13,42,0,43
191,177,276,204,2,0,15,0,29,0,42,1,56,1,69,1,83,2,85,27,70,26,56,25,42,25,28,24,14,23,0,23
184,203,276,236,3,3,17,2,32,2,47,1,62,1,77,0,92,0,92,33,76,33,61,33,46,33,30,33,15,33,0,33
