40,79,149,113,0,7,18,3,37,0,55,1,73,4,91,9,109,18,97,34,82,28,67,25,52,22,36,21,21,23,6,27
56,103,131,124,0,0,12,1,25,2,37,3,50,4,62,5,75,7,74,21,61,20,49,19,37,18,25,17,13,16,1,15
81,134,105,147,1,0,4,0,8,0,12,0,16,0,20,0,24,1,23,13,19,12,15,12,11,12,7,11,3,11,0,11
76,147,110,159,0,0,5,0,11,0,16,1,22,1,27,1,33,2,34,12,28,11,23,11,17,11,12,10,6,10,1,10
65,163,118,176,0,0,8,0,17,0,26,1,35,1,44,1,53,2,53,13,44,12,35,11,26,11,17,10,8,9,0,9
94,177,124,187,1,0,5,0,10,0,15,1,20,1,25,1,30,2,29,10,24,9,19,9,14,9,9,8,4,8,0,8
60,190,124,200,0,0,10,0,21,1,32,2,42,3,53,4,64,5,63,10,52,9,42,9,31,8,21,8,10,7,0,7
59,199,125,207,0,0,11,0,22,0,33,1,44,1,55,1,66,2,66,8,55,7,44,7,33,6,22,6,11,5,0,5
79,215,104,221,0,0,4,0,8,0,12,0,16,0,20,0,25,0,24,6,20,5,16,5,12,5,8,5,4,5,1,5
64,231,72,239,0,0,8,0,8,1,8,2,8,4,8,5,8,6,8,8,1,8,0,6,0,5,0,4,0,2,0,1
93,185,124,192,0,0,5,0,10,0,15,1,20,1,25,1,30,2,31,7,25,6,20,6,15,6,10,5,5,5,0,5
