65,128,184,151,0,8,19,3,39,0,59,0,79,0,99,2,119,8,114,22,95,19,77,17,59,17,41,17,23,19,6,23
65,19,185,61,0,34,20,14,40,2,60,0,80,4,100,15,120,37,111,42,94,24,76,13,59,10,42,12,25,23,8,41
73,29,175,64,0,31,16,13,33,3,50,0,67,3,84,13,102,31,98,35,82,17,67,8,51,6,35,8,20,17,4,33
60,66,72,92,0,26,0,21,1,17,2,13,3,8,4,4,5,0,12,2,11,6,10,10,10,14,9,18,8,22,8,26
175,61,190,96,7,0,11,5,12,11,12,17,14,22,15,28,15,35,6,35,6,29,6,24,5,20,4,15,3,10,0,6
95,151,154,166,5,0,13,3,21,5,29,6,38,5,46,4,55,1,59,8,49,11,39,15,29,15,19,14,9,11,0,9
63,202,111,209,0,1,8,0,16,0,24,0,32,0,40,0,48,0,47,7,39,6,31,6,23,6,15,5,7,5,0,5
9,148,19,219,2,1,9,0,9,11,9,23,9,35,9,47,9,59,10,71,0,70,0,58,0,47,1,35,1,24,1,12
8,80,31,87,0,1,3,0,7,0,11,0,15,0,19,0,23,0,23,6,19,6,15,6,11,6,7,6,3,6,0,7
125,179,166,185,0,0,6,0,13,0,20,0,26,0,33,0,40,1,41,6,34,6,27,6,20,6,13,6,6,6,0,6
125,185,166,191,0,0,6,0,13,0,20,0,27,0,34,0,41,0,41,5,34,5,27,5,21,5,14,5,7,5,1,6
125,193,164,199,0,0,6,0,13,0,19,0,26,0,32,0,39,1,38,6,31,6,25,6,19,6,13,6,7,6,1,6
125,199,164,204,0,0,6,0,13,0,19,0,26,0,32,0,39,0,39,5,32,5,26,5,19,5,13,5,6,5,0,5
135,204,156,210,0,0,3,0,7,0,10,0,14,0,17,0,21,1,20,6,16,6,13,6,10,6,6,6,3,6,0,6
