142,8,176,20,0,4,5,2,11,0,17,0,22,1,28,3,34,6,30,12,25,9,21,7,16,7,12,7,7,8,3,10
131,46,185,69,5,0,11,8,18,13,25,15,33,15,40,11,48,2,54,4,45,16,36,21,27,23,18,21,9,15,0,5
55,91,110,111,0,0,9,0,18,0,27,1,36,1,45,1,55,2,55,20,45,19,36,19,27,18,18,18,9,17,0,17
197,96,253,116,1,0,10,0,19,1,28,1,37,2,46,2,56,3,56,20,46,19,37,19,28,18,18,18,9,17,0,17
95,122,214,144,1,0,20,0,40,1,60,2,79,3,99,4,119,5,118,22,98,21,78,20,59,19,39,18,19,17,0,17
55,147,250,164,3,0,35,0,67,1,99,2,131,3,163,4,195,5,194,17,161,16,129,15,97,14,64,13,32,12,0,12
81,161,225,175,0,0,24,0,48,1,72,1,96,2,120,2,144,3,144,14,120,13,96,12,72,12,48,11,24,10,0,10
75,172,232,186,0,0,26,0,52,1,78,2,104,3,130,4,156,5,157,14,130,13,104,13,78,13,52,12,26,12,0,12
130,191,177,197,0,0,7,0,15,0,23,0,31,0,39,0,47,0,47,6,39,6,31,6,23,6,15,6,7,6,0,6
98,199,209,208,0,0,18,0,37,0,55,0,74,0,92,0,111,1,111,9,92,8,74,8,55,8,37,7,18,7,0,7
116,207,190,215,0,0,12,0,24,0,37,1,49,1,61,1,74,2,74,8,62,7,50,7,38,7,26,7,14,7,2,7
66,215,240,226,0,0,29,0,58,0,87,0,116,0,145,0,174,1,174,11,145,11,116,11,87,11,58,11,29,11,0,11
128,225,178,234,0,1,8,0,16,0,25,0,33,0,41,0,50,0,50,9,42,8,34,8,26,8,18,8,10,8,2,8
